0, 0, uniform, 1, 1435.91, 125267
0, 0, Zipfian, 1, 1439.99, 125267
0, 1, uniform, 0.996719, 1200.65, 8602
0, 1, Zipfian, 0.997092, 1207.79, 8602
0, 2, uniform, 1, 1220.48, 16794
0, 2, Zipfian, 1, 1221.59, 16794
0, 3, uniform, 1, 1238.58, 24986
0, 3, Zipfian, 1, 1242.51, 24986
0, 4, uniform, 1, 1248.1, 33178
0, 4, Zipfian, 1, 1257.4, 33178
0, 5, uniform, 1, 1266.3, 41370
0, 5, Zipfian, 1, 1269.76, 41370
1, 0, uniform, 1, 1512.37, 125267
1, 0, Zipfian, 1, 1513.83, 125267
1, 1, uniform, 1, 1310.88, 13202
1, 1, Zipfian, 1, 1315.73, 13202
1, 2, uniform, 1, 1337.15, 21394
1, 2, Zipfian, 1, 1337.78, 21394
1, 3, uniform, 1, 1348.07, 29586
1, 3, Zipfian, 1, 1347.84, 29586
1, 4, uniform, 1, 1352.91, 37778
1, 4, Zipfian, 1, 1359.36, 37778
1, 5, uniform, 1, 1379.07, 45970
1, 5, Zipfian, 1, 1372.43, 45970
2, 0, uniform, 0.996719, 1290.37, 125267
2, 0, Zipfian, 0.997092, 1287.93, 125267
2, 1, uniform, 0.996719, 1300.75, 13202
2, 1, Zipfian, 0.997092, 1298.91, 13202
2, 2, uniform, 0.996719, 1300.93, 21394
2, 2, Zipfian, 0.997092, 1299.85, 21394
2, 3, uniform, 0.996719, 1303.53, 29586
2, 3, Zipfian, 0.997092, 1304.58, 29586
2, 4, uniform, 0.996719, 1300.75, 37778
2, 4, Zipfian, 0.997092, 1304.83, 37778
2, 5, uniform, 0.996719, 1306.08, 45970
2, 5, Zipfian, 0.997092, 1307.48, 45970
