0, 0, uniform, 1, 1150.34, 184445
0, 0, Zipfian, 1, 1062.59, 184445
0, 1, uniform, 0.870164, 1463.5, 84630
0, 1, Zipfian, 0.82345, 1540.15, 84630
0, 2, uniform, 0.965364, 1521, 92822
0, 2, Zipfian, 0.970098, 1598.5, 92822
0, 3, uniform, 0.997569, 1057.21, 101014
0, 3, Zipfian, 0.99643, 1007.37, 101014
0, 4, uniform, 0.999595, 1049.49, 109206
0, 4, Zipfian, 0.999671, 969.021, 109206
0, 5, uniform, 0.999797, 1040.26, 117398
0, 5, Zipfian, 0.999899, 973.284, 117398
1, 0, uniform, 0.942678, 1354.34, 184445
1, 0, Zipfian, 0.961566, 1513.72, 184445
1, 1, uniform, 0.869151, 1239.71, 89230
1, 1, Zipfian, 0.82935, 1392.91, 89230
1, 2, uniform, 0.937411, 1265.71, 97422
1, 2, Zipfian, 0.956122, 1431.92, 97422
1, 3, uniform, 0.942475, 1275.31, 105614
1, 3, Zipfian, 0.96149, 1444.1, 105614
1, 4, uniform, 0.942475, 1280.68, 113806
1, 4, Zipfian, 0.960528, 1452.56, 113806
1, 5, uniform, 0.942678, 1291.94, 121998
1, 5, Zipfian, 0.961566, 1456.66, 121998
2, 0, uniform, 1, 1432.97, 184445
2, 0, Zipfian, 1, 1576.43, 184445
2, 1, uniform, 0.902978, 1314.58, 89230
2, 1, Zipfian, 0.832262, 1430.29, 89230
2, 2, uniform, 0.99129, 1319.84, 97422
2, 2, Zipfian, 0.991771, 1479.38, 97422
2, 3, uniform, 0.999595, 1329.44, 105614
2, 3, Zipfian, 0.999747, 1480.57, 105614
2, 4, uniform, 0.999797, 1345.11, 113806
2, 4, Zipfian, 0.998962, 1499.91, 113806
2, 5, uniform, 1, 1344.88, 121998
2, 5, Zipfian, 1, 1502.96, 121998
0, 2, uniform, 0.965364, 1502.05, 92822
0, 2, Zipfian, 0.970098, 1586.39, 92822
